SIZE ,STOCK ,COLORSPEC ,COATING ,SCORING OPTIONS ,,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,100,2.0325,203.25
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,250,1.0642,266.06
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,500,0.6126,306.29
"8.5"" x 11""",14PT Natural,4/4 (4 color both sides),No Coating,Score in Half,,Include Natural Envelopes - A9,1000,0.4801,480.09
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,25,3.8744,96.86
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,50,2.3185,115.93
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,75,1.8632,139.74
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,100,1.7625,176.25
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,250,0.8638,215.95
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,500,0.4923,246.13
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,No Blank Envelopes,1000,0.4081,408.09
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,25,4.3144,107.86
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,50,2.6585,132.93
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,75,2.1566,161.74
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,100,2.0325,203.25
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,250,1.0198,254.95
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,500,0.6063,303.13
"8.5"" x 11""",14PT Natural,4/1,No Coating,Score in Half,,Include Natural Envelopes - A9,1000,0.4801,480.09
