SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,100,0.7670,76.70
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,250,0.3783,94.57
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,500,0.2090,104.51
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,No Blank Envelopes,1000,0.1700,170.02
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,25,2.7690,69.22
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,50,1.5695,78.47
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,75,1.1974,89.80
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,100,0.9540,95.40
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,250,0.4875,121.87
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,500,0.2940,147.01
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Moon Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2550,255.02
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,25,2.0330,50.82
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,50,1.1115,55.57
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,75,0.8467,63.50
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,100,0.6670,66.70
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,250,0.3303,82.57
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,500,0.1810,90.51
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,No Blank Envelopes,1000,0.1540,154.02
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,25,2.3690,59.22
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,50,1.3695,68.47
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,75,1.0641,79.80
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,100,0.8540,85.40
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,250,0.4395,109.87
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,500,0.2660,133.01
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,No Gift Card Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2390,239.02
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,25,2.4330,60.82
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,50,1.3115,65.57
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,75,0.9801,73.50
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,100,0.7670,76.70
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,250,0.3783,94.57
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,500,0.2090,104.51
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,No Blank Envelopes,1000,0.1700,170.02
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,25,2.7690,69.22
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,50,1.5695,78.47
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,75,1.1974,89.80
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,100,0.9540,95.40
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,250,0.4875,121.87
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,500,0.2940,147.01
"6"" x 6""",Square,,14PT Natural,4/4 (4 color both sides),No Coating,Slide Slits,Include Natural Envelopes - 6.5X6.5,1000,0.2550,255.02
