SIZE ,SHAPE ,,STOCK ,COLORSPEC ,COATING ,,RunSize,UnitPrice,TotalPrice
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,5000,0.3656,"1,828.02"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,500,0.9210,460.48
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,1000,0.6320,631.97
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,2500,0.3862,965.42
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,5000,0.2560,"1,279.82"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,500,0.9146,457.30
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,1000,0.6288,628.80
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,2500,0.3849,962.25
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,5000,0.2553,"1,276.63"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,500,1.1433,571.63
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,1000,0.7860,786.00
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,2500,0.4811,"1,202.81"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,5000,0.3192,"1,595.79"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,500,1.1433,571.63
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,1000,0.7860,786.00
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.4811,"1,202.81"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.3192,"1,595.79"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,500,1.1433,571.63
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,1000,0.7860,786.00
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,2500,0.4811,"1,202.81"
"5.5"" x 8.5""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,5000,0.3192,"1,595.79"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,500,1.0321,516.06
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,1000,0.7971,797.11
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,2500,0.4541,"1,135.32"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,5000,0.2931,"1,465.60"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,500,1.0258,512.88
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,1000,0.7939,793.93
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,2500,0.4529,"1,132.14"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,5000,0.2925,"1,462.42"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,500,1.2822,641.10
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,1000,0.9924,992.41
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,2500,0.5661,"1,415.17"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,5000,0.3656,"1,828.02"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,500,1.2822,641.10
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,1000,0.9924,992.41
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,2500,0.5661,"1,415.17"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,5000,0.3656,"1,828.02"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,500,1.2822,641.10
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,1000,0.9924,992.41
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,2500,0.5661,"1,415.17"
"5.5"" x 8.5""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,5000,0.3656,"1,828.02"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,500,1.0734,536.69
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,1000,0.8177,817.74
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,2500,0.4624,"1,155.95"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,5000,0.2972,"1,486.23"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,500,1.0671,533.53
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,1000,0.8146,814.58
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,2500,0.4611,"1,152.79"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,5000,0.2966,"1,483.07"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,500,0.8543,427.13
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,1000,0.5700,570.05
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,2500,0.3595,898.73
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,5000,0.2537,"1,268.70"
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,500,0.8162,408.09
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,1000,0.5510,550.99
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,2500,0.3582,895.55
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,5000,0.2531,"1,265.52"
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,500,1.0202,510.11
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,1000,0.6887,688.74
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,2500,0.4478,"1,119.44"
"6"" x 9""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,5000,0.3164,"1,581.90"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,500,1.0734,536.69
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,1000,0.8177,817.74
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,2500,0.4624,"1,155.95"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,5000,0.2972,"1,486.23"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,500,1.0671,533.53
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,1000,0.8146,814.58
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,2500,0.4611,"1,152.79"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,5000,0.2966,"1,483.07"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,500,0.9622,481.12
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,1000,0.6526,652.62
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,2500,0.3944,986.06
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,5000,0.2601,"1,300.46"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,500,0.9559,477.95
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,1000,0.6494,649.42
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,2500,0.3932,982.88
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,5000,0.2595,"1,297.28"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,500,1.1949,597.44
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,1000,0.8118,811.78
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,2500,0.4914,"1,228.61"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,5000,0.3243,"1,621.60"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,500,1.1949,597.44
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,1000,0.8118,811.78
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.4914,"1,228.61"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.3243,"1,621.60"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,500,1.1949,597.44
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,1000,0.8118,811.78
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,2500,0.4914,"1,228.61"
"6"" x 9""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,5000,0.3243,"1,621.60"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,500,1.0734,536.69
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,1000,0.8177,817.74
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,2500,0.4624,"1,155.95"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,5000,0.2972,"1,486.23"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,500,1.0671,533.53
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,1000,0.8146,814.58
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,2500,0.4611,"1,152.79"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,5000,0.2966,"1,483.07"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,5000,0.3708,"1,853.83"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,500,1.3338,666.91
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,1000,1.0182,"1,018.22"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,2500,0.5764,"1,440.98"
"6"" x 9""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,5000,0.3708,"1,853.83"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,500,1.1369,568.45
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,1000,0.8495,849.50
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,2500,0.4751,"1,187.71"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,5000,0.3036,"1,517.99"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,500,1.1305,565.27
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,1000,0.8463,846.32
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,2500,0.4738,"1,184.55"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,5000,0.3030,"1,514.81"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,500,1.4132,706.59
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,1000,1.0579,"1,057.90"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,2500,0.5923,"1,480.68"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,5000,0.3787,"1,893.52"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,500,1.4132,706.59
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,1000,1.0579,"1,057.90"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,2500,0.5923,"1,480.68"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,5000,0.3787,"1,893.52"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,500,1.4132,706.59
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,1000,1.0579,"1,057.90"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,2500,0.5923,"1,480.68"
"6"" x 11""",Rectangle,,16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,5000,0.3787,"1,893.52"
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,500,0.9178,458.89
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,1000,0.6018,601.79
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,2500,0.3722,930.48
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,5000,0.2601,"1,300.46"
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,500,0.8797,439.83
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,1000,0.5827,582.74
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,2500,0.3709,927.31
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,5000,0.2595,"1,297.28"
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,500,1.0996,549.79
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,1000,0.7284,728.43
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,2500,0.4637,"1,159.14"
"6"" x 11""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,5000,0.3243,"1,621.60"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,500,1.1369,568.45
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,1000,0.8495,849.50
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,2500,0.4751,"1,187.71"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,5000,0.3036,"1,517.99"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,500,1.1305,565.27
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,1000,0.8463,846.32
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,2500,0.4738,"1,184.55"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,5000,0.3030,"1,514.81"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,500,1.4132,706.59
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,1000,1.0579,"1,057.90"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,2500,0.5923,"1,480.68"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,5000,0.3787,"1,893.52"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,500,1.4132,706.59
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,1000,1.0579,"1,057.90"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.5923,"1,480.68"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.3787,"1,893.52"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,500,1.4132,706.59
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,1000,1.0579,"1,057.90"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,2500,0.5923,"1,480.68"
"6"" x 11""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,5000,0.3787,"1,893.52"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,500,1.0258,512.88
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,1000,0.6844,684.36
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,2500,0.4071,"1,017.82"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,5000,0.2664,"1,332.22"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,500,1.0194,509.71
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,1000,0.6812,681.20
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,2500,0.4059,"1,014.64"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,5000,0.2658,"1,329.04"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,500,1.2743,637.14
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,1000,0.8515,851.50
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,2500,0.5073,"1,268.30"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,5000,0.3323,"1,661.30"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,500,1.2743,637.14
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,1000,0.8515,851.50
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,2500,0.5073,"1,268.30"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,5000,0.3323,"1,661.30"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,500,1.2743,637.14
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,1000,0.8515,851.50
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,2500,0.5073,"1,268.30"
"6"" x 11""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,5000,0.3323,"1,661.30"
"6"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,500,1.1369,568.45
"6"" x 11""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,1000,0.8495,849.50
