SIZE ,STOCK ,COLORSPEC ,COATING ,POCKETS ,BUSINESS CARD SLIT ,CD SLIT ,RunSize,UnitPrice,TotalPrice
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Horizontal,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,No Business Card Slits,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,1000,1.3700,"1,369.96"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,2500,0.9876,"2,469.05"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,5000,0.7756,"3,877.98"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,500,2.3930,"1,196.52"
"9"" x 12""",16PT C2S,5/1 (4/1 with Foil on Front),UV Coating Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,1000,1.3700,"1,369.96"
