SIZE ,STOCK ,COLORSPEC ,COATING ,,SCORING OPTIONS ,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,500,1.4479,723.95
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,1000,1.0929,"1,092.95"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,2500,0.6269,"1,567.31"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,5000,0.4108,"2,054.06"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.2735,636.73
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.8511,851.10
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.5075,"1,268.70"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3322,"1,660.90"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,500,1.3177,658.83
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,1000,0.8913,891.30
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,2500,0.5437,"1,359.30"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,5000,0.3654,"1,827.00"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.2544,627.21
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.8448,844.75
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.5056,"1,263.94"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3309,"1,654.55"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,500,1.2986,649.31
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,1000,0.8850,884.95
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,2500,0.5418,"1,354.54"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,5000,0.3641,"1,820.65"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.5918,795.91
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.0639,"1,063.87"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.6343,"1,585.87"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4152,"2,076.13"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,500,1.6360,818.01
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,1000,1.1041,"1,104.07"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,2500,0.6706,"1,676.47"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,5000,0.4484,"2,242.23"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.5918,795.91
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.0639,"1,063.87"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.6343,"1,585.87"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4152,"2,076.13"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,500,1.6360,818.01
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,1000,1.1041,"1,104.07"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,2500,0.6706,"1,676.47"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,5000,0.4484,"2,242.23"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.5918,795.91
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.0639,"1,063.87"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.6343,"1,585.87"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4152,"2,076.13"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,500,1.6360,818.01
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,1000,1.1041,"1,104.07"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,2500,0.6706,"1,676.47"
"7"" x 10""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,5000,0.4484,"2,242.23"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4132,706.60
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.0575,"1,057.51"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.5926,"1,481.47"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3789,"1,894.32"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A7,500,1.4574,728.70
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A7,1000,1.0977,"1,097.71"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A7,2500,0.6288,"1,572.07"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,Score in Half,Include Envelopes - A7,5000,0.4121,"2,060.42"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,500,1.4037,701.85
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,1000,1.0527,"1,052.75"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,2500,0.5907,"1,476.71"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,No Blank Envelopes,5000,0.3776,"1,887.96"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A7,500,1.4479,723.95
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A7,1000,1.0929,"1,092.95"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A7,2500,0.6269,"1,567.31"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,Score in Half,Include Envelopes - A7,5000,0.4108,"2,054.06"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4132,706.60
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.0575,"1,057.51"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.5926,"1,481.47"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3789,"1,894.32"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A7,500,1.4574,728.70
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A7,1000,1.0977,"1,097.71"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A7,2500,0.6288,"1,572.07"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,Include Envelopes - A7,5000,0.4121,"2,060.42"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,500,1.4037,701.85
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,1000,1.0527,"1,052.75"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,2500,0.5907,"1,476.71"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,No Blank Envelopes,5000,0.3776,"1,887.96"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A7,500,1.4479,723.95
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A7,1000,1.0929,"1,092.95"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A7,2500,0.6269,"1,567.31"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,Include Envelopes - A7,5000,0.4108,"2,054.06"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,500,1.7665,883.24
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,1000,1.3219,"1,321.89"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,2500,0.7407,"1,851.84"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,No Blank Envelopes,5000,0.4736,"2,367.90"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,500,1.8107,905.34
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,1000,1.3621,"1,362.09"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,2500,0.7770,"1,942.44"
"7"" x 10""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,Include Envelopes - A7,5000,0.5068,"2,534.00"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.0988,549.40
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,0.7288,728.83
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.4637,"1,159.13"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3242,"1,621.21"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,500,1.1430,571.50
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,1000,0.7690,769.03
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,2500,0.4999,"1,249.73"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A7,5000,0.3575,"1,787.31"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.0893,544.64
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,1000,0.7225,722.48
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,2500,0.4611,"1,152.79"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,5000,0.3230,"1,614.85"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,500,1.1335,566.74
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,1000,0.7627,762.68
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,2500,0.4974,"1,243.39"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,Include Envelopes - A7,5000,0.3562,"1,780.95"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,500,1.3735,686.75
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,1000,0.9110,911.03
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,2500,0.5796,"1,448.92"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,No Blank Envelopes,5000,0.4053,"2,026.52"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,500,1.4177,708.85
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,1000,0.9512,951.23
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,2500,0.6158,"1,539.52"
"7"" x 10""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,Include Envelopes - A7,5000,0.4385,"2,192.62"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,500,1.4831,741.53
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,1000,1.1115,"1,111.50"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,2500,0.6167,"1,541.81"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,No Blank Envelopes,5000,0.3941,"1,970.53"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,500,1.5427,771.33
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,1000,1.1671,"1,167.10"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,2500,0.6663,"1,665.81"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,Include Envelopes - A9,5000,0.4407,"2,203.53"
"8.5"" x 11""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,Score in Half,No Blank Envelopes,500,1.4735,736.77
