SIZE ,SHAPE ,RADIUS OF CORNERS ,STOCK ,COLORSPEC ,COATING ,,,RunSize,UnitPrice,TotalPrice
"2"" x 7""",Rectangle,,16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,Score in Half,5000,0.1391,695.49
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,500,0.4351,217.55
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,1000,0.3334,333.45
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,2500,0.1918,479.53
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,Score in Half,5000,0.1404,701.85
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,500,0.5280,263.99
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,1000,0.4089,408.88
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,2500,0.2366,591.49
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,Score in Half,5000,0.1739,869.36
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,500,0.5280,263.99
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,1000,0.4089,408.88
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,2500,0.2366,591.49
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,Score in Half,5000,0.1739,869.36
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,500,0.5280,263.99
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,1000,0.4089,408.88
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,2500,0.2366,591.49
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,Score in Half,5000,0.1739,869.36
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,500,0.4224,211.19
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,1000,0.3271,327.10
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,2500,0.1893,473.19
"2"" x 7""",Rectangle,,16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,Score in Half,5000,0.1391,695.49
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,500,0.3906,195.30
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,1000,0.2699,269.94
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,2500,0.1651,412.85
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Score in Half,5000,0.1207,603.39
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,500,0.4724,236.19
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,1000,0.3295,329.48
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,2500,0.2032,508.11
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Score in Half,5000,0.1493,746.29
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,500,0.4724,236.19
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,1000,0.3295,329.48
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,2500,0.2032,508.11
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Score in Half,5000,0.1493,746.29
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,500,0.4724,236.19
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,1000,0.3295,329.48
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,2500,0.2032,508.11
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Score in Half,5000,0.1493,746.29
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,500,0.3779,188.96
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,1000,0.2636,263.58
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,2500,0.1626,406.49
"2"" x 7""",Rectangle,,16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,Score in Half,5000,0.1194,597.03
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,500,0.3525,176.25
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,1000,0.2382,238.18
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,2500,0.1524,381.08
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Score in Half,5000,0.1143,571.63
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,500,0.4248,212.38
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,1000,0.2898,289.78
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,2500,0.1874,468.41
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Score in Half,5000,0.1413,706.59
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,500,0.3398,169.90
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,1000,0.2318,231.82
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,2500,0.1499,374.73
"2"" x 7""",Rectangle,,16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,Score in Half,5000,0.1131,565.27
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,500,0.1906,95.28
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,2500,0.0953,238.18
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,5000,0.0699,349.33
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,,500,0.1810,90.51
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,,1000,0.1127,112.73
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,,2500,0.0940,235.00
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,,5000,0.0695,347.75
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,,500,0.1906,95.28
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,,2500,0.0953,238.18
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,,,5000,0.0699,349.33
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Front,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Both Sides,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Spot UV Back,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,,500,0.1810,90.51
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,,1000,0.1127,112.73
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,,2500,0.0940,235.00
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/4 (4/4 with Foil on Front),UV on 4-color side,,,5000,0.0695,347.75
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,,500,0.1906,95.28
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,,2500,0.0953,238.18
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),No Coating,,,5000,0.0699,349.33
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Front,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Both Sides,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),Spot UV,Spot UV Back,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,,500,0.1810,90.51
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,,1000,0.1127,112.73
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,,2500,0.0940,235.00
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,4/5 (4/4 with Foil on Back),UV on 4-color side,,,5000,0.0695,347.75
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,,500,0.1651,82.57
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,,1000,0.1191,119.09
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,,2500,0.0813,203.25
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,,5000,0.0603,301.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,,500,0.1985,99.25
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,,1000,0.1449,144.91
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,,2500,0.1000,250.10
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,,5000,0.0746,373.15
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,,500,0.1985,99.25
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,,1000,0.1449,144.91
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,,2500,0.1000,250.10
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,,5000,0.0746,373.15
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,,500,0.1985,99.25
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,,1000,0.1449,144.91
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,,2500,0.1000,250.10
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,,5000,0.0746,373.15
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,,500,0.1588,79.40
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,,2500,0.0800,200.08
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/1 (4/1 with Foil on Front),UV on 4-color side,,,5000,0.0597,298.52
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,,500,0.1461,73.04
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,,1000,0.1048,104.79
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,,2500,0.0749,187.37
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,,5000,0.0572,285.82
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,,500,0.1747,87.33
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,,1000,0.1270,127.03
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,,2500,0.0921,230.24
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,,5000,0.0707,353.31
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,,500,0.1397,69.86
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,,1000,0.1016,101.62
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,,2500,0.0737,184.19
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/4""",16PT C2S,5/0 (4/0 with Foil on Front),UV on 4-color side,,,5000,0.0565,282.65
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,500,0.1906,95.28
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,1000,0.1159,115.93
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,2500,0.0953,238.18
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),No Coating,,,5000,0.0699,349.33
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Front,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Both Sides,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,500,0.2263,113.14
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,1000,0.1409,140.92
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,2500,0.1175,293.76
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),Spot UV,Spot UV Back,,5000,0.0869,434.69
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,,500,0.1810,90.51
"2.125"" x 3.375"" (EU Standard)",Rounded 4 Corners,"Rounded 1/8""",16PT C2S,5/5 (4/4 with Foil on Both Sides),UV on 4-color side,,,1000,0.1127,112.73
