SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,RunSize,UnitPrice,TotalPrice
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.2414,241.36
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.6034,60.34
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.3747,93.68
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.3652,182.60
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.3604,360.44
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.6034,60.34
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.3747,93.68
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.3652,182.60
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.3604,360.44
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.6034,60.34
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.3747,93.68
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.3652,182.60
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.3604,360.44
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.3969,39.69
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.2350,58.75
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.2287,114.33
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.2191,219.12
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.4923,49.23
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.2986,74.64
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.2922,146.09
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.2779,277.87
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.4923,49.23
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.3048,76.21
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.2985,149.25
"6"" x 8""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.2953,295.34
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.5239,52.39
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.3176,79.40
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.3080,154.02
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.2985,298.52
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.4446,44.46
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.2795,69.86
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.2731,136.55
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.2683,268.35
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.6670,66.70
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.3557,88.92
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.4065,203.25
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.4001,400.14
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.6670,66.70
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.3557,88.92
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.4065,203.25
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.4001,400.14
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.6670,66.70
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.3557,88.92
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.4065,203.25
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.4001,400.14
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.4287,42.87
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.2604,65.10
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.2509,125.44
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.2461,246.13
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.5399,53.99
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.3303,82.57
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.3239,161.96
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.3017,301.69
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.5399,53.99
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.3430,85.75
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.3334,166.72
"6"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.3287,328.68
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.6193,61.93
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.3747,93.68
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.3652,182.60
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.3493,349.33
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.5239,52.39
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.3303,82.57
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.3271,163.56
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.3223,322.34
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.7940,79.40
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.4954,123.86
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.4891,244.53
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.4827,482.70
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.7940,79.40
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.4954,123.86
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.4891,244.53
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.4827,482.70
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.7940,79.40
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.4954,123.86
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.4891,244.53
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.4827,482.70
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.5082,50.82
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.3112,77.81
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.2922,146.09
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.2763,276.29
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.6510,65.10
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.3938,98.46
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.3874,193.72
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.3731,373.15
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.6670,66.70
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.4065,101.62
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.4002,200.08
"6"" x 11""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.3954,395.38
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.5399,53.99
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.3366,84.15
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.3144,157.20
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.3049,304.87
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.4763,47.63
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.2986,74.64
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.2922,146.09
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.2874,287.40
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.7145,71.45
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.4446,111.15
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.4351,217.55
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.4303,430.31
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.7145,71.45
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.4446,111.15
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.4351,217.55
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.4303,430.31
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.7145,71.45
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.4446,111.15
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.4351,217.55
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.4303,430.31
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.4605,46.05
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.2731,68.28
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.2572,128.60
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.2572,257.24
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.5716,57.16
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.3493,87.33
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.3366,168.32
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.3271,327.10
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.6034,60.34
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.3684,92.10
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.3589,179.43
"6.25"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.3525,352.50
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,100,0.5399,53.99
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,250,0.3366,84.15
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,500,0.3144,157.20
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1,No Coating,1000,0.3049,304.87
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,100,0.4763,47.63
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,250,0.2986,74.64
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,500,0.2922,146.09
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 with White Mask,No Coating,1000,0.2874,287.40
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,100,0.7145,71.45
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,250,0.4446,111.15
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,500,0.4351,217.55
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask Both Sides,No Coating,1000,0.4303,430.31
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,100,0.7145,71.45
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,250,0.4446,111.15
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,500,0.4351,217.55
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Back,No Coating,1000,0.4303,430.31
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,100,0.7145,71.45
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,250,0.4446,111.15
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,500,0.4351,217.55
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 with White Mask on Front,No Coating,1000,0.4303,430.31
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,100,0.4605,46.05
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,250,0.2731,68.28
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,500,0.2572,128.60
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/0 (4 color front),No Coating,1000,0.2572,257.24
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,100,0.5716,57.16
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,250,0.3493,87.33
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,500,0.3366,168.32
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/4 (4 color both sides),No Coating,1000,0.3271,327.10
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,100,0.6034,60.34
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,250,0.3684,92.10
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,500,0.3589,179.43
"6.5"" x 9""",Rectangle,18PT Uncoated Kraft,4/1 with White Mask on Front,No Coating,1000,0.3525,352.50
