SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,PRODUCT STYLE ,SPOT UV SIDES ,LAMINATION ,FOIL COLOR ,,DRILL HOLE ,RunSize,UnitPrice,TotalPrice
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Black Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Blue Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Gold Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Copper Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Rose Gold Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,"Standard Drill Hole 1/8""",5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Drill Hole,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Hole Punch,500,0.2572,128.60
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Hole Punch,1000,0.1445,144.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Hole Punch,2500,0.1423,355.68
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Silver Foil,,No Hole Punch,5000,0.1248,624.04
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",500,0.2032,101.62
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",1000,0.1175,117.50
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",2500,0.1118,279.46
"1.5"" x 3.5""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.1067,533.53
