SIZE ,SHAPE ,RADIUS OF CORNERS ,STOCK ,COLORSPEC ,COATING ,,LAMINATION ,FOIL COLOR ,RunSize,UnitPrice,TotalPrice
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,2500,0.0762,190.54
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Blue Foil,5000,0.0739,369.55
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,500,0.1444,72.18
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,1000,0.0823,82.27
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,2500,0.0762,190.54
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Silver Foil,5000,0.0739,369.55
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,500,0.1444,72.18
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,1000,0.0823,82.27
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,2500,0.0762,190.54
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Copper Foil,5000,0.0739,369.55
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,500,0.1444,72.18
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,1000,0.0823,82.27
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,2500,0.0762,190.54
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Gold Foil,5000,0.0739,369.55
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,500,0.1444,72.18
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,1000,0.0823,82.27
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,2500,0.0762,190.54
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Red Foil,5000,0.0739,369.55
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,500,0.1444,72.18
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,1000,0.0823,82.27
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,2500,0.0762,190.54
"2.5"" x 2.5""",Square,,14PT Uncoated,4/5 (4/4 with Foil on Back),No Coating,,,Black Foil,5000,0.0739,369.55
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Rose Gold Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Rose Gold Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Rose Gold Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Rose Gold Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Blue Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Blue Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Blue Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Blue Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Silver Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Silver Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Silver Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Silver Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Copper Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Copper Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Copper Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Copper Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Gold Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Gold Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Gold Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Gold Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Red Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Red Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Red Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Red Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Black Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Black Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Black Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),No Coating,,Silk,Black Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Rose Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Blue Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Silver Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Copper Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Red Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Both Sides,Silk,Black Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Rose Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Blue Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Silver Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Copper Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Red Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Back,Silk,Black Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Spot UV Front,Silk,Black Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Rose Gold Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Blue Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Silver Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Copper Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Gold Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Red Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,500,0.2032,101.62
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,1000,0.1175,117.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,2500,0.1118,279.46
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),No Coating,,Silk,Black Foil,5000,0.1067,533.53
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Rose Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Blue Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Silver Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Copper Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,2500,0.1423,355.68
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Gold Foil,5000,0.1248,624.04
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,500,0.2572,128.60
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,1000,0.1445,144.50
"2.5"" x 2.5""",Square,,16PT C2S,5/0 (4/0 with Foil on Front),Spot UV,Spot UV Front,Silk,Red Foil,2500,0.1423,355.68
